GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	ASSIGNED BY	GO ASPECT
UniProtKB	Q5FBB7	SGO1	GO:0010457	centriole-centriole cohesion	9606	MGI	P
UniProtKB	Q5FBB7	SGO1	GO:0045132	meiotic chromosome segregation	9606	MGI	P
UniProtKB	Q5FBB7	SGO1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q5FBB7	SGO1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q5FBB7	SGO1	GO:0008608	attachment of spindle microtubules to kinetochore	9606	UniProt	P
UniProtKB	Q5FBB7	SGO1	GO:0010457	centriole-centriole cohesion	9606	Ensembl	P
UniProtKB	Q5FBB7	SGO1	GO:0010457	centriole-centriole cohesion	9606	UniProt	P
UniProtKB	Q5FBB7	SGO1	GO:0045132	meiotic chromosome segregation	9606	InterPro	P
UniProtKB	Q5FBB7	SGO1	GO:0071962	mitotic sister chromatid cohesion, centromeric	9606	UniProt	P
UniProtKB	Q5FWF5	ESCO1	GO:0007062	sister chromatid cohesion	9606	Reactome	P
UniProtKB	Q5FWF5	ESCO1	GO:0007064	mitotic sister chromatid cohesion	9606	GO_Central	P
UniProtKB	Q5HYH0	DKFZp686K18126	GO:0007052	mitotic spindle organization	9606	InterPro	P
UniProtKB	Q5JVL4	EFHC1	GO:0000281	mitotic cytokinesis	9606	GO_Central	P
UniProtKB	Q5JVL4	EFHC1	GO:0000281	mitotic cytokinesis	9606	UniProt	P
UniProtKB	Q5JVL4	EFHC1	GO:0007052	mitotic spindle organization	9606	GO_Central	P
UniProtKB	Q5JVL4	EFHC1	GO:0007052	mitotic spindle organization	9606	UniProt	P
UniProtKB	Q5JVL4	EFHC1	GO:0007052	mitotic spindle organization	9606	UniProt	P
UniProtKB	Q5JW53	DSN1	GO:0007059	chromosome segregation	9606	InterPro	P
UniProtKB	Q5JW54	DSN1	GO:0007059	chromosome segregation	9606	InterPro	P
UniProtKB	Q5JW57	DSN1	GO:0007059	chromosome segregation	9606	InterPro	P
UniProtKB	Q5MJ70	SPDYA	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q5MJ70	SPDYA	GO:0000082	G1/S transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	Q5MJ70	SPDYA	GO:0007140	male meiotic nuclear division	9606	UniProt	P
UniProtKB	Q5MJ70	SPDYA	GO:0007140	male meiotic nuclear division	9606	Ensembl	P
UniProtKB	Q5MJ70	SPDYA	GO:0070197	meiotic attachment of telomere to nuclear envelope	9606	Ensembl	P
UniProtKB	Q5SU16	TUBB	GO:0051225	spindle assembly	9606	Ensembl	P
UniProtKB	Q5SY74	NSL1	GO:0000070	mitotic sister chromatid segregation	9606	InterPro	P
UniProtKB	Q5SY76	NSL1	GO:0000070	mitotic sister chromatid segregation	9606	InterPro	P
UniProtKB	Q5SYF9	HAUS6	GO:0051225	spindle assembly	9606	InterPro	P
UniProtKB	Q5T178	CKS1B	GO:0044772	mitotic cell cycle phase transition	9606	Ensembl	P
UniProtKB	Q5T4T6	SYCP2L	GO:0007130	synaptonemal complex assembly	9606	GO_Central	P
UniProtKB	Q5T4T6	SYCP2L	GO:0051598	meiotic recombination checkpoint signaling	9606	GO_Central	P
UniProtKB	Q5T5M9	CCNJ	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q5TAP6	UTP14C	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q5TCH6	SPO11	GO:0007131	reciprocal meiotic recombination	9606	InterPro	P
UniProtKB	Q5TCH6	SPO11	GO:0042138	meiotic DNA double-strand break formation	9606	InterPro	P
UniProtKB	Q5TCH7	SPO11	GO:0007131	reciprocal meiotic recombination	9606	InterPro	P
UniProtKB	Q5TCH7	SPO11	GO:0042138	meiotic DNA double-strand break formation	9606	InterPro	P
UniProtKB	Q5TIA1	MEI1	GO:0007127	meiosis I	9606	GO_Central	P
UniProtKB	Q5TIA1	MEI1	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q5TZA2	CROCC	GO:0007098	centrosome cycle	9606	GO_Central	P
UniProtKB	Q5TZA2	CROCC	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	Q5TZA2	CROCC	GO:0010457	centriole-centriole cohesion	9606	UniProt	P
UniProtKB	Q5U0A5	Q5U0A5	GO:1990426	mitotic recombination-dependent replication fork processing	9606	InterPro	P
UniProtKB	Q5U0M0	Q5U0M0	GO:0044772	mitotic cell cycle phase transition	9606	InterPro	P
UniProtKB	Q5U5U6	UBB	GO:0007141	male meiosis I	9606	Ensembl	P
UniProtKB	Q5U5U6	UBB	GO:0007144	female meiosis I	9606	Ensembl	P
UniProtKB	Q5VU43	PDE4DIP	GO:0007098	centrosome cycle	9606	GO_Central	P
UniProtKB	Q5VUA4	ZNF318	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q5VVC0	SPO16	GO:0007130	synaptonemal complex assembly	9606	UniProt	P
UniProtKB	Q5VVC0	SPO16	GO:0007130	synaptonemal complex assembly	9606	GO_Central	P
UniProtKB	Q5VVC0	SPO16	GO:0007130	synaptonemal complex assembly	9606	UniProt	P
UniProtKB	Q5VVC0	SPO16	GO:0007131	reciprocal meiotic recombination	9606	UniProt	P
UniProtKB	Q5VVC0	SPO16	GO:0007131	reciprocal meiotic recombination	9606	GO_Central	P
UniProtKB	Q5VVC0	SPO16	GO:0007131	reciprocal meiotic recombination	9606	Ensembl	P
UniProtKB	Q5VVC0	SPO16	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q5VW32	BROX	GO:0007084	mitotic nuclear membrane reassembly	9606	UniProt	P
UniProtKB	Q5VXJ5	SYCP1	GO:0007130	synaptonemal complex assembly	9606	InterPro	P
UniProtKB	Q5VXU9	SHOC1	GO:0000712	resolution of meiotic recombination intermediates	9606	InterPro	P
UniProtKB	Q5VXU9	SHOC1	GO:0000712	resolution of meiotic recombination intermediates	9606	UniProt	P
UniProtKB	Q5VXU9	SHOC1	GO:0000712	resolution of meiotic recombination intermediates	9606	GO_Central	P
UniProtKB	Q5VXU9	SHOC1	GO:0007130	synaptonemal complex assembly	9606	UniProt	P
UniProtKB	Q5VXU9	SHOC1	GO:0007131	reciprocal meiotic recombination	9606	UniProt	P
UniProtKB	Q5VXU9	SHOC1	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q5VY60	HAUS6	GO:0051225	spindle assembly	9606	InterPro	P
UniProtKB	Q5VZ46	KIAA1614	GO:0007098	centrosome cycle	9606	GO_Central	P
UniProtKB	Q5XG87	TENT4A	GO:0007062	sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q5XG87	TENT4A	GO:0007076	mitotic chromosome condensation	9606	UniProt	P
UniProtKB	Q5XUX0	FBXO31	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q643R0	HCTP4	GO:0090307	mitotic spindle assembly	9606	Ensembl	P
UniProtKB	Q66GS9	CEP135	GO:0007099	centriole replication	9606	GO_Central	P
UniProtKB	Q66GS9	CEP135	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	Q66GS9	CEP135	GO:0010457	centriole-centriole cohesion	9606	UniProt	P
UniProtKB	Q66K74	MAP1S	GO:0007052	mitotic spindle organization	9606	ARUK-UCL	P
UniProtKB	Q66K74	MAP1S	GO:0051310	metaphase chromosome alignment	9606	ARUK-UCL	P
UniProtKB	Q66LE6	PPP2R2D	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	Q66LE6	PPP2R2D	GO:0010458	exit from mitosis	9606	UniProt	P
UniProtKB	Q68CZ6	HAUS3	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	Q68CZ6	HAUS3	GO:0007098	centrosome cycle	9606	ComplexPortal	P
UniProtKB	Q68CZ6	HAUS3	GO:0051225	spindle assembly	9606	InterPro	P
UniProtKB	Q68CZ6	HAUS3	GO:0051225	spindle assembly	9606	GO_Central	P
UniProtKB	Q68CZ6	HAUS3	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	Q68CZ6	HAUS3	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	Q68CZ6	HAUS3	GO:0051225	spindle assembly	9606	ComplexPortal	P
UniProtKB	Q68D86	CCDC102B	GO:0010457	centriole-centriole cohesion	9606	UniProt	P
UniProtKB	Q68DK2	ZFYVE26	GO:0000281	mitotic cytokinesis	9606	InterPro	P
UniProtKB	Q68E01	INTS3	GO:0044818	mitotic G2/M transition checkpoint	9606	ComplexPortal	P
UniProtKB	Q68E01	INTS3	GO:0044818	mitotic G2/M transition checkpoint	9606	UniProt	P
UniProtKB	Q68EN4	SMC1A	GO:0007062	sister chromatid cohesion	9606	InterPro	P
UniProtKB	Q69YH5	CDCA2	GO:0007059	chromosome segregation	9606	Ensembl	P
UniProtKB	Q69YZ6	DKFZp586H021	GO:0007051	spindle organization	9606	InterPro	P
UniProtKB	Q6AI02	DKFZp686P168	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6AI02	DKFZp686P168	GO:0007062	sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6DKK2	TTC19	GO:0000281	mitotic cytokinesis	9606	UniProt	P
UniProtKB	Q6FH53	EDN1	GO:1903537	meiotic cell cycle process involved in oocyte maturation	9606	Ensembl	P
UniProtKB	Q6FI00	CCND1	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	Q6FI00	CCND1	GO:0000320	re-entry into mitotic cell cycle	9606	Ensembl	P
UniProtKB	Q6I9T8	PPP2CA	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q6I9V6	CDKN1B	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	Q6IAT7	HSF2BP	GO:0007141	male meiosis I	9606	Ensembl	P
UniProtKB	Q6IAT7	HSF2BP	GO:0007144	female meiosis I	9606	Ensembl	P
UniProtKB	Q6IAT7	HSF2BP	GO:1990918	double-strand break repair involved in meiotic recombination	9606	Ensembl	P
UniProtKB	Q6IBW4	NCAPH2	GO:0007076	mitotic chromosome condensation	9606	UniProt	P
UniProtKB	Q6IBW4	NCAPH2	GO:0007076	mitotic chromosome condensation	9606	Ensembl	P
UniProtKB	Q6IBW4	NCAPH2	GO:0007143	female meiotic nuclear division	9606	Ensembl	P
UniProtKB	Q6IBW4	NCAPH2	GO:0010032	meiotic chromosome condensation	9606	GO_Central	P
UniProtKB	Q6IBW4	NCAPH2	GO:0010032	meiotic chromosome condensation	9606	Ensembl	P
UniProtKB	Q6IBW4	NCAPH2	GO:0051306	mitotic sister chromatid separation	9606	GO_Central	P
UniProtKB	Q6IBW4	NCAPH2	GO:0051306	mitotic sister chromatid separation	9606	Ensembl	P
UniProtKB	Q6IBW4	NCAPH2	GO:0051309	female meiosis chromosome separation	9606	Ensembl	P
UniProtKB	Q6ICG8	WBP2NL	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q6IPU0	CENPP	GO:0007059	chromosome segregation	9606	ComplexPortal	P
UniProtKB	Q6IQ49	SDE2	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q6KC79	NIPBL	GO:0000070	mitotic sister chromatid segregation	9606	Ensembl	P
UniProtKB	Q6KC79	NIPBL	GO:0007064	mitotic sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6KC79	NIPBL	GO:0007064	mitotic sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6KC79	NIPBL	GO:0034087	establishment of mitotic sister chromatid cohesion	9606	GO_Central	P
UniProtKB	Q6KC79	NIPBL	GO:0034088	maintenance of mitotic sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6MZM3	DKFZp686C21148	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6MZM3	DKFZp686C21148	GO:0007062	sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6MZM4	DKFZp686P16143	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6MZM4	DKFZp686P16143	GO:0007062	sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6MZP3	DKFZp686I05169	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6MZP3	DKFZp686I05169	GO:0007062	sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q6NSL2	WEE1	GO:0000278	mitotic cell cycle	9606	InterPro	P
UniProtKB	Q6NTE8	MRNIP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	Q6NTE8	MRNIP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q6NUK4	REEP3	GO:0007084	mitotic nuclear membrane reassembly	9606	UniProt	P
UniProtKB	Q6NUQ1	RINT1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	BHF-UCL	P
UniProtKB	Q6NUR1	NCAPG	GO:0007076	mitotic chromosome condensation	9606	InterPro	P
UniProtKB	Q6NVC0	SLC25A5	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6P1K2	PMF1	GO:0007059	chromosome segregation	9606	GO_Central	P
UniProtKB	Q6P1K2	PMF1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6P1K2	PMF1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6P1K2	PMF1	GO:0008608	attachment of spindle microtubules to kinetochore	9606	ComplexPortal	P
UniProtKB	Q6P1M3	LLGL2	GO:0051294	establishment of spindle orientation	9606	GO_Central	P
UniProtKB	Q6P1X5	TAF2	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	Q6P2H3	CEP85	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q6P2H3	CEP85	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	Q6P2R1	SMC1A	GO:0007062	sister chromatid cohesion	9606	InterPro	P
UniProtKB	Q6PB30	CSAG1	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	Q6PCD5	RFWD3	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q6PEY2	TUBA3E	GO:0000278	mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q6PGN9	PSRC1	GO:0007080	mitotic metaphase chromosome alignment	9606	GO_Central	P
UniProtKB	Q6PGN9	PSRC1	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	Q6PH77	MAP9	GO:0000281	mitotic cytokinesis	9606	InterPro	P
UniProtKB	Q6PH77	MAP9	GO:0051225	spindle assembly	9606	InterPro	P
UniProtKB	Q6PIF2	SYCE2	GO:0007130	synaptonemal complex assembly	9606	InterPro	P
UniProtKB	Q6PIF2	SYCE2	GO:0007130	synaptonemal complex assembly	9606	BHF-UCL	P
UniProtKB	Q6PIF2	SYCE2	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q6PIW4	FIGNL1	GO:0007140	male meiotic nuclear division	9606	UniProt	P
UniProtKB	Q6PIW4	FIGNL1	GO:0007140	male meiotic nuclear division	9606	Ensembl	P
UniProtKB	Q6UVJ0	SASS6	GO:0007099	centriole replication	9606	GO_Central	P
UniProtKB	Q6UVJ0	SASS6	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	Q6UVJ0	SASS6	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	Q6UVJ0	SASS6	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	Q6UVJ0	SASS6	GO:0051298	centrosome duplication	9606	UniProt	P
UniProtKB	Q6UWZ7	ABRAXAS1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q6UWZ7	ABRAXAS1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q6UWZ7	ABRAXAS1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q6UWZ7	ABRAXAS1	GO:0008608	attachment of spindle microtubules to kinetochore	9606	GO_Central	P
UniProtKB	Q6UWZ7	ABRAXAS1	GO:0044818	mitotic G2/M transition checkpoint	9606	ComplexPortal	P
UniProtKB	Q6UWZ7	ABRAXAS1	GO:0090307	mitotic spindle assembly	9606	GO_Central	P
UniProtKB	Q6WBX8	RAD9B	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	Q6WG73	Q6WG73	GO:0007051	spindle organization	9606	InterPro	P
UniProtKB	Q6Y7W6	GIGYF2	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	Ensembl	P
UniProtKB	Q6ZMH5	SLC39A5	GO:0070315	G1 to G0 transition involved in cell differentiation	9606	CAFA	P
UniProtKB	Q6ZMN8	CCNI2	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q6ZU10	Q6ZU10	GO:0000712	resolution of meiotic recombination intermediates	9606	InterPro	P
UniProtKB	Q6ZU15	SEPTIN14	GO:0061640	cytoskeleton-dependent cytokinesis	9606	GO_Central	P
UniProtKB	Q6ZV00	Q6ZV00	GO:0000278	mitotic cell cycle	9606	InterPro	P
UniProtKB	Q6ZV00	Q6ZV00	GO:0007076	mitotic chromosome condensation	9606	InterPro	P
UniProtKB	Q6ZWH1	Q6ZWH1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q70YC4	ZNF365	GO:0000281	mitotic cytokinesis	9606	MGI	P
UniProtKB	Q71F23	CENPU	GO:0007059	chromosome segregation	9606	ComplexPortal	P
UniProtKB	Q71U36	TUBA1A	GO:0000278	mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q71U36	TUBA1A	GO:0007098	centrosome cycle	9606	Ensembl	P
UniProtKB	Q71UM5	RPS27L	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q76N32	CEP68	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	Q76N32	CEP68	GO:0010457	centriole-centriole cohesion	9606	UniProt	P
UniProtKB	Q7KZS0	UBE2I	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q7L0Q8	RHOU	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	Q7L2Z9	CENPQ	GO:0007059	chromosome segregation	9606	ComplexPortal	P
UniProtKB	Q7L2Z9	CENPQ	GO:0051310	metaphase chromosome alignment	9606	UniProt	P
UniProtKB	Q7L7X3	TAOK1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q7LBR1	CHMP1B	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	Q7LBR1	CHMP1B	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	Q7LBR1	CHMP1B	GO:0007080	mitotic metaphase chromosome alignment	9606	ComplexPortal	P
UniProtKB	Q7LBR1	CHMP1B	GO:0061952	midbody abscission	9606	UniProt	P
UniProtKB	Q7LBR1	CHMP1B	GO:0061952	midbody abscission	9606	UniProt	P
UniProtKB	Q7LBR1	CHMP1B	GO:0061952	midbody abscission	9606	ComplexPortal	P
UniProtKB	Q7RTN6	STRADA	GO:0070314	G1 to G0 transition	9606	UniProt	P
UniProtKB	Q7Z2G1	H2BW1	GO:0007076	mitotic chromosome condensation	9606	UniProt	P
UniProtKB	Q7Z2Z1	TICRR	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	Q7Z2Z1	TICRR	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	Q7Z2Z1	TICRR	GO:0033314	mitotic DNA replication checkpoint signaling	9606	InterPro	P
UniProtKB	Q7Z2Z1	TICRR	GO:0033314	mitotic DNA replication checkpoint signaling	9606	UniProt	P
UniProtKB	Q7Z2Z1	TICRR	GO:0033314	mitotic DNA replication checkpoint signaling	9606	GO_Central	P
UniProtKB	Q7Z3K3	POGZ	GO:0007064	mitotic sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q7Z3Z3	PIWIL3	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q7Z3Z4	PIWIL4	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q7Z460	CLASP1	GO:0051294	establishment of spindle orientation	9606	MGI	P
UniProtKB	Q7Z460	CLASP1	GO:0051294	establishment of spindle orientation	9606	MGI	P
UniProtKB	Q7Z460	CLASP1	GO:0051294	establishment of spindle orientation	9606	MGI	P
UniProtKB	Q7Z460	CLASP1	GO:0007052	mitotic spindle organization	9606	UniProt	P
UniProtKB	Q7Z460	CLASP1	GO:0010458	exit from mitosis	9606	UniProt	P
UniProtKB	Q7Z460	CLASP1	GO:0030953	astral microtubule organization	9606	UniProt	P
UniProtKB	Q7Z460	CLASP1	GO:0040001	establishment of mitotic spindle localization	9606	GO_Central	P
UniProtKB	Q7Z460	CLASP1	GO:0040001	establishment of mitotic spindle localization	9606	UniProt	P
UniProtKB	Q7Z460	CLASP1	GO:0090307	mitotic spindle assembly	9606	GO_Central	P
UniProtKB	Q7Z460	CLASP1	GO:0090307	mitotic spindle assembly	9606	UniProt	P
UniProtKB	Q7Z4C6	Q7Z4C6	GO:0007062	sister chromatid cohesion	9606	InterPro	P
UniProtKB	Q7Z4H7	HAUS6	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	Q7Z4H7	HAUS6	GO:0007098	centrosome cycle	9606	ComplexPortal	P
UniProtKB	Q7Z4H7	HAUS6	GO:0051225	spindle assembly	9606	InterPro	P
UniProtKB	Q7Z4H7	HAUS6	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	Q7Z4H7	HAUS6	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	Q7Z4H7	HAUS6	GO:0051225	spindle assembly	9606	ComplexPortal	P
UniProtKB	Q7Z4M0	REC114	GO:0042138	meiotic DNA double-strand break formation	9606	UniProt	P
UniProtKB	Q7Z4M0	REC114	GO:0042138	meiotic DNA double-strand break formation	9606	Ensembl	P
UniProtKB	Q7Z4M0	REC114	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q7Z4Z4	Q7Z4Z4	GO:0044772	mitotic cell cycle phase transition	9606	InterPro	P
UniProtKB	Q7Z5K2	WAPL	GO:0000070	mitotic sister chromatid segregation	9606	UniProt	P
UniProtKB	Q7Z7C7	STRA8	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q7Z7C7	STRA8	GO:0051321	meiotic cell cycle	9606	GO_Central	P
UniProtKB	Q7Z7C7	STRA8	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q86SQ7	SDCCAG8	GO:0007098	centrosome cycle	9606	InterPro	P
UniProtKB	Q86T82	USP37	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q86T82	USP37	GO:0000082	G1/S transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	Q86U86	PBRM1	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	Q86UD0	SAPCD2	GO:0000132	establishment of mitotic spindle orientation	9606	UniProt	P
UniProtKB	Q86UD0	SAPCD2	GO:0000132	establishment of mitotic spindle orientation	9606	Ensembl	P
UniProtKB	Q86UE8	TLK2	GO:0007059	chromosome segregation	9606	GO_Central	P
UniProtKB	Q86UE8	TLK2	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q86UT8	CENATAC	GO:0051304	chromosome separation	9606	UniProt	P
UniProtKB	Q86V29	WEE1	GO:0000278	mitotic cell cycle	9606	InterPro	P
UniProtKB	Q86V48	LUZP1	GO:0036213	contractile ring contraction	9606	UniProt	P
UniProtKB	Q86VI3	IQGAP3	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	Q86VI3	IQGAP3	GO:1903479	mitotic actomyosin contractile ring assembly actin filament organization	9606	GO_Central	P
UniProtKB	Q86VV8	RTTN	GO:0007099	centriole replication	9606	GO_Central	P
UniProtKB	Q86VV8	RTTN	GO:0010457	centriole-centriole cohesion	9606	GO_Central	P
UniProtKB	Q86WS4	REDIC1	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0007129	homologous chromosome pairing at meiosis	9606	Ensembl	P
UniProtKB	Q86X24	HORMAD1	GO:0007130	synaptonemal complex assembly	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0007130	synaptonemal complex assembly	9606	Ensembl	P
UniProtKB	Q86X24	HORMAD1	GO:0042138	meiotic DNA double-strand break formation	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0042138	meiotic DNA double-strand break formation	9606	Ensembl	P
UniProtKB	Q86X24	HORMAD1	GO:0051177	meiotic sister chromatid cohesion	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0051177	meiotic sister chromatid cohesion	9606	Ensembl	P
UniProtKB	Q86X24	HORMAD1	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0051598	meiotic recombination checkpoint signaling	9606	UniProt	P
UniProtKB	Q86X24	HORMAD1	GO:0051598	meiotic recombination checkpoint signaling	9606	Ensembl	P
UniProtKB	Q86XI2	NCAPG2	GO:0000070	mitotic sister chromatid segregation	9606	GO_Central	P
UniProtKB	Q86XL3	ANKLE2	GO:0007084	mitotic nuclear membrane reassembly	9606	GO_Central	P
UniProtKB	Q86XL3	ANKLE2	GO:0007084	mitotic nuclear membrane reassembly	9606	UniProt	P
UniProtKB	Q86Y37	CACUL1	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q86Y37	CACUL1	GO:0000082	G1/S transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	Q86Y91	KIF18B	GO:0000070	mitotic sister chromatid segregation	9606	GO_Central	P
UniProtKB	Q86Y91	KIF18B	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	Q86YI8	PHF13	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	Q86YI8	PHF13	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	Q86YI8	PHF13	GO:0007076	mitotic chromosome condensation	9606	GO_Central	P
UniProtKB	Q86YI8	PHF13	GO:0007076	mitotic chromosome condensation	9606	UniProt	P
UniProtKB	Q86YR5	GPSM1	GO:0000132	establishment of mitotic spindle orientation	9606	GO_Central	P
UniProtKB	Q8IV13	CCNJL	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	Q8IVT2	MISP	GO:0000132	establishment of mitotic spindle orientation	9606	UniProt	P
UniProtKB	Q8IVT2	MISP	GO:0000132	establishment of mitotic spindle orientation	9606	UniProt	P
UniProtKB	Q8IVT2	MISP	GO:0090307	mitotic spindle assembly	9606	UniProt	P
UniProtKB	Q8IWB6	TEX14	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	Q8IWB6	TEX14	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	Q8IWB6	TEX14	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	Q8IWB6	TEX14	GO:0007140	male meiotic nuclear division	9606	UniProt	P
UniProtKB	Q8IWB6	TEX14	GO:0007140	male meiotic nuclear division	9606	GO_Central	P
UniProtKB	Q8IWB6	TEX14	GO:0007140	male meiotic nuclear division	9606	UniProt	P
